"","Date","Ticker","Logarithmic_Return","Market_Return","Risk_Free"
"1",2014-09-03,"ADSK",0.0166949156736234,-0.00054835605162129,0.000236913434848773
"2",2014-09-04,"ADSK",-0.00331677102187289,-0.00144758244739851,-0.000118449701427714
"3",2014-09-05,"ADSK",0,0.00448530003801917,0.000354730794491331
"4",2014-09-08,"ADSK",0.00350067610838423,-0.00258893117676617,-0.000591948046752222
"5",2014-09-09,"ADSK",-0.0135174729946597,-0.00635134592431097,-0.000590868924165378
"6",2014-09-10,"ADSK",-0.00504626816193854,0.00375577795300064,0.000117782881365436
"7",2014-09-11,"ADSK",0.0141398076741952,0.00114871857951648,0.000118621631330029
"8",2014-09-12,"ADSK",-0.0109595225130996,-0.00585839821137135,-0.000236404512695465
"9",2014-09-15,"ADSK",0.00354244797089942,-0.000753524309824449,0.000473141754338435
"10",2014-09-16,"ADSK",0.0188058639558801,0.00751010670673402,0.00059135372622876
"11",2014-09-17,"ADSK",0.00255379564693303,0.0013457184887784,-0.0010644954805672
"12",2014-09-18,"ADSK",0.0151874372379019,0.00531612126083036,0.000117782881365436
"13",2014-09-19,"ADSK",-0.00215554239959559,-0.000901537583673395,-0.000117782881365436
"14",2014-09-22,"ADSK",-0.0132140575426458,-0.0077530562820014,0.000709622443005209
"15",2014-09-23,"ADSK",0.00127469740878894,-0.00574068394081539,0.000236913434848773
"16",2014-09-24,"ADSK",0.0128380570497519,0.00779743555499124,-0.000355666953688605
"17",2014-09-25,"ADSK",-0.0223462836516362,-0.0162671188489103,0.000710631294649211
"18",2014-09-26,"ADSK",-0.0027596559024321,0.00791398214787531,-0.00047341404238832
"19",2014-09-29,"ADSK",0.013904395250016,-0.00182075636592938,0.000236409304140928
"20",2014-09-30,"ADSK",0.00108946806753529,-0.00263581431958215,-0.000236409304140928
"21",2014-10-01,"ADSK",0.010112076236517,-0.0136446993613744,0.00106466631477176
"22",2014-10-02,"ADSK",0.0366884527750759,0.00015464127063769,-0.000117962090666168
"23",2014-10-03,"ADSK",0.00655961262348015,0.0109490482119323,-0.000946603975116922
"24",2014-10-06,"ADSK",0.0010318315707547,-0.00117104074663921,0.000946603975116922
"25",2014-10-07,"ADSK",-0.0277093619126232,-0.015556662983923,0.000591060170438418
"26",2014-10-08,"ADSK",0.00862153649274511,0.0173380296483607,0.00106313122481794
"27",2014-10-09,"ADSK",-0.017852917511596,-0.0200323818608359,0
"28",2014-10-10,"ADSK",-0.0428155198655036,-0.0114798971936967,0.000471897300464263
"29",2014-10-13,"ADSK",-0.0336962032884598,-0.0165635093392202,0.000354117199405479
"30",2014-10-14,"ADSK",-0.0354695357580712,0.00154636854064893,0.000589596467485798
"31",2014-10-15,"ADSK",0.00774964625874386,-0.0067893869676201,0.00129588739614483
"32",2014-10-16,"ADSK",-0.0125487356534419,-0.00085874140759401,-0.000588832686855056
"33",2014-10-17,"ADSK",0.01787894267322,0.0117417937270714,-0.000589266971044111
"34",2014-10-20,"ADSK",0.0200766706318953,0.0096631564363916,0.000589266971044111
"35",2014-10-21,"ADSK",0.0187349966388579,0.0196171688928146,-0.000235438076598982
"36",2014-10-22,"ADSK",-0.0104712809279013,-0.00713634860510304,-0.000235680689963935
"37",2014-10-23,"ADSK",0.0245758873747008,0.0115577484326312,-0.000471540565409434
"38",2014-10-24,"ADSK",0.0166670895248209,0.00766543616129045,0.000235604622682573
"39",2014-10-27,"ADSK",0.00585973105118809,-0.0013751175312926,0
"40",2014-10-28,"ADSK",0.0239931780823959,0.0114045498768434,-0.000235604622682573
"41",2014-10-29,"ADSK",-0.002498644950653,-0.00151309197192528,-0.00129797484769512
"42",2014-10-30,"ADSK",0.0248843692556937,0.00639020887397379,0.000353851271942318
"43",2014-10-31,"ADSK",0.00295887431954878,0.0113706312681012,-0.00023588276892017
"44",2014-11-03,"ADSK",0.00398923429055831,0.000545255187075711,-0.000129881120584763
"45",2014-11-04,"ADSK",0.00810282843591548,-0.00347533819555412,-0.000118371378730942
"46",2014-11-05,"ADSK",0.0013726494713131,0.00629643207913588,-0.000236284615708016
"47",2014-11-06,"ADSK",0.0149764710814493,0.00399494952503332,-0.000235852663525549
"48",2014-11-07,"ADSK",0.00370927759390849,0.000934916319985213,0.000708366077709854
"49",2014-11-10,"ADSK",-0.000336576337128136,0.0031426832948549,-0.000708366077709854
"50",2014-11-11,"ADSK",-0.0069262881195975,0.000979958706833983,-0.000118716502261584
"51",2014-11-12,"ADSK",-0.000169568531904751,-0.0010779256688771,0.000354569165787133
"52",2014-11-13,"ADSK",0.00557953932406807,0.00112694139535385,0.000236284615708016
"53",2014-11-14,"ADSK",0.00588383637540435,0.000244869599781872,0.000472214369471757
"54",2014-11-17,"ADSK",-0.0112938071675677,0.000636235687168529,-0.000117742128005638
"55",2014-11-18,"ADSK",0.00406019836983873,0.00575730375717143,-0.000118243442989829
